Book_ID,Title,Author,Genre,Published_Year,Cost_Price,Sale_Price,Stock,Rating,Reviews,Format,Publisher
B447000,Blood maintain.,Misty Rodriguez,Biography,2015-04-27,19.38,23.43,302,4.8,4721,Hardcover,Hachette
B619703,Million body college agent policy.,Robert Morse,Romance,1979-10-08,45.12,62.92,287,3.1,3203,Paperback,Oxford Press
B158636,Rule join picture.,David Porter,Science Fiction,1999-07-27,16.11,22.75,396,3.2,4207,Hardcover,Macmillan
B280969,Themselves situation lot.,Mrs. Kayla Santiago,Biography,1975-10-19,9.93,11.99,158,4.0,3815,Paperback,Penguin
B558453,Only issue member along hair.,Angela Lee,Mystery,2016-02-08,24.42,30.61,154,3.9,3910,Audiobook,Oxford Press
B826507,Actually should.,Mark Williams,Fantasy,1984-01-04,29.54,38.05,150,4.4,3968,Ebook,Macmillan
B932870,Glass someone.,Robert Smith,Fantasy,2023-02-09,34.26,39.77,330,3.7,1787,Paperback,Penguin
B259851,Floor three or probably.,Cody Davis,Mystery,2023-11-02,30.87,43.56,474,3.0,2903,Paperback,HarperCollins
B883019,Investment wife myself.,Cody Delgado,History,2023-01-23,18.94,27.27,343,4.7,3939,Paperback,Penguin
B231954,Reduce measure today road school.,Devin Navarro,Romance,2010-03-23,16.53,19.01,295,3.5,1803,Hardcover,Macmillan
B684194,Community star difficult.,Joshua Henry,History,1985-03-24,25.67,32.41,490,3.9,1040,Audiobook,Oxford Press
B824357,Create consumer exist concern.,David Garcia,History,1991-11-30,16.25,23.17,322,3.3,2729,Audiobook,Macmillan
B330354,Nature music economy.,Samuel Hicks,Mystery,1978-08-22,40.74,46.87,168,3.3,1304,Paperback,Oxford Press
B837196,Once face federal.,Jacqueline Sandoval MD,Biography,1992-07-12,44.44,63.09,75,3.6,1631,Ebook,Simon & Schuster
B457618,Hot over economy.,Amy Parker,Romance,1995-03-01,10.48,11.92,390,3.2,4390,Paperback,Pearson
B866942,Vote someone direction key.,Tyler Ramos,Fiction,1976-09-17,6.1,7.91,232,4.1,1197,Audiobook,Macmillan
B921761,Wrong popular simple conference.,Christina Hardy,Fantasy,2022-07-15,10.0,11.96,197,3.5,131,Hardcover,Penguin
B333558,Place control cell.,Alex Moore,Biography,2015-05-13,34.53,42.58,133,4.8,859,Paperback,Pearson
B831830,Picture effect pattern animal.,Bryan Williamson,Biography,2001-03-04,17.19,20.85,454,4.6,4753,Ebook,Oxford Press
B750940,Sort star anything more.,Kellie Taylor,Self-Help,2019-06-03,16.61,24.41,318,4.0,4988,Paperback,Macmillan
B640749,Research yes people.,Kevin Miller,Fiction,2011-02-13,14.27,18.19,385,3.4,1427,Paperback,Penguin
B315470,Life south.,Laurie Davis,Mystery,1994-07-27,15.8,19.51,81,4.5,2974,Paperback,Simon & Schuster
B750963,Themselves fill short environment environment.,Mrs. Amy Snyder,Thriller,1991-04-07,37.3,47.91,53,4.3,2668,Paperback,HarperCollins
B753530,Possible director what.,Kevin Mckay,Thriller,2023-06-29,38.34,54.43,323,3.9,629,Audiobook,Pearson
B820542,People three present.,Benjamin Williams,Biography,2014-02-25,19.2,25.72,224,3.1,3484,Audiobook,Simon & Schuster
B149035,Avoid create approach fall.,Joshua Nichols,Thriller,2008-04-18,38.62,55.82,130,4.9,2389,Ebook,Pearson
B376197,History black easy well.,Jessica Lee,Romance,1979-09-02,22.61,26.65,144,4.3,2672,Audiobook,HarperCollins
B148640,Born grow easy let put.,Natasha Lewis,Self-Help,1983-05-20,34.53,44.07,220,3.4,420,Ebook,Penguin
B293931,System tend physical.,Stacey Burton,History,2004-10-24,41.25,53.93,241,4.0,1660,Paperback,Hachette
B115416,First class control real road.,Crystal Cook,Self-Help,1981-01-30,49.94,62.85,87,3.4,296,Hardcover,Pearson
B568483,Think operation interesting.,Lee Peterson,Fiction,2001-03-15,20.16,27.43,293,4.7,2068,Paperback,Pearson
B894255,Nice seat team purpose.,Curtis Alexander,Fiction,1996-03-04,22.05,28.28,339,4.2,1724,Audiobook,Simon & Schuster
B803618,High reflect.,Robert Fuentes,History,2001-07-30,34.0,45.92,188,4.7,3330,Audiobook,Pearson
B242076,Attorney food.,Barbara James,Biography,2013-01-25,21.03,25.72,126,5.0,1616,Hardcover,Penguin
B687745,Hair exactly fire reach.,Jessica Hill,Self-Help,2012-11-22,40.25,48.28,26,3.8,3193,Audiobook,Pearson
B557984,In over.,Austin Walters,Thriller,1975-09-12,5.9,8.58,319,3.7,4737,Ebook,Oxford Press
B496824,Example our decide word.,Benjamin Watson,Mystery,2004-05-06,11.68,13.49,269,4.3,519,Hardcover,Pearson
B657076,Market general several shoulder.,Jack White,Thriller,1998-05-13,33.28,40.0,182,4.9,1650,Hardcover,HarperCollins
B704328,Lead face while line church.,Rita Caldwell,Science Fiction,2014-10-27,18.49,26.49,101,4.1,3715,Hardcover,Oxford Press
B530648,Above while western.,Aaron Garcia,Thriller,1985-01-17,7.22,9.21,108,4.2,2792,Paperback,HarperCollins
B792569,Treatment huge return.,Jason Jones,Romance,1980-01-02,46.81,62.81,250,4.6,528,Paperback,Hachette
B644706,Product home meeting lot and.,Tiffany Edwards,Fantasy,2003-07-20,31.92,45.59,8,3.3,4215,Audiobook,Hachette
B554312,Focus unit.,Robyn Bradley,History,1976-11-20,35.76,40.96,349,3.4,1356,Audiobook,Pearson
B499886,Some simple return must.,Mary Hall,Mystery,2000-02-21,37.52,51.24,483,3.1,2316,Ebook,Penguin
B440619,Identify soon professor.,Sandra Lindsey,Romance,2007-06-06,40.41,46.67,477,3.9,1403,Audiobook,Oxford Press
B921584,Test big blue.,Todd Stevens,Thriller,2011-06-24,29.71,37.5,190,4.0,3351,Ebook,HarperCollins
B748621,Decide anything season.,Cindy Howard,Biography,2014-02-01,45.47,61.48,324,3.7,412,Paperback,HarperCollins
B409110,Head color form.,Julie Liu,Thriller,1978-04-10,34.73,41.95,181,3.4,2141,Hardcover,Penguin
B339534,Ready why.,Jason Massey,Thriller,1996-07-26,17.32,25.56,90,4.9,362,Hardcover,Pearson
B103947,Organization term popular.,Patricia Cook,Thriller,2022-07-07,42.76,59.36,331,4.5,1420,Hardcover,Pearson
B727525,Hold various interview hold.,Steven Poole,History,1991-12-06,5.96,7.63,7,3.6,3965,Hardcover,Simon & Schuster
B837451,Good economic coach product.,Jennifer Payne,Mystery,1984-02-26,31.12,42.9,354,3.6,734,Paperback,Simon & Schuster
B661655,Simply walk call.,Kyle Hubbard,Romance,2015-08-22,29.53,34.12,438,4.3,1231,Audiobook,Oxford Press
B176499,Turn their generation.,Christina Kim,Mystery,1980-07-05,15.55,22.51,388,3.1,1293,Paperback,Pearson
B311508,Keep apply scene represent future.,Michael Olson,Fantasy,2004-03-22,48.22,70.57,324,3.8,997,Audiobook,Oxford Press
B690242,Strong son stay positive.,Jennifer Jensen,Thriller,2020-05-24,11.83,17.64,95,4.3,3674,Ebook,Hachette
B503275,Happen government.,Sara Smith,Science Fiction,2018-09-29,13.45,19.02,353,4.1,1906,Ebook,Macmillan
B365343,See fight.,Crystal Holder,Biography,2023-03-05,11.36,14.38,56,4.4,4860,Audiobook,Simon & Schuster
B116001,Never onto.,Matthew Hurst,Romance,2021-10-14,27.34,31.38,262,4.2,1850,Audiobook,Pearson
B539023,Choose others.,Mrs. Debra Farmer,Biography,1999-02-06,7.67,10.03,475,3.7,4981,Audiobook,Macmillan
B354598,View gun although win.,Harold Jones,Mystery,1979-09-09,40.31,46.9,216,4.9,1668,Audiobook,Macmillan
B574980,Food happen movie.,Blake Lane,Biography,2016-03-26,19.54,25.18,57,4.9,2246,Ebook,Oxford Press
B135861,Include weight no.,Cynthia Martinez,Self-Help,2006-04-13,36.88,52.76,365,3.9,4037,Paperback,Simon & Schuster
B683245,Would through hear it boy.,Mary Anderson,Fantasy,2021-12-12,5.87,8.07,360,3.3,1761,Hardcover,Penguin
B432152,Something check.,Nicholas Glass,Science Fiction,1998-04-05,7.79,11.14,64,3.8,3217,Paperback,Simon & Schuster
B142203,Full level media.,Samantha Stevens,Thriller,1981-10-20,37.03,51.42,77,3.4,2264,Audiobook,Simon & Schuster
B512606,Include believe necessary use.,Ryan Williams,Mystery,1991-09-05,31.85,40.57,357,3.9,4184,Hardcover,Hachette
B603986,Company song tax.,Ashley Oneal,History,2014-12-08,13.53,16.19,113,5.0,268,Ebook,Oxford Press
B550434,Step prepare Republican live.,Kimberly Pierce,Biography,1978-04-27,22.09,28.34,237,3.7,4991,Paperback,Macmillan
B910954,Fund call performance development.,Amy Sweeney,Romance,2022-08-06,47.5,56.97,164,3.9,1691,Ebook,Simon & Schuster
B104638,Mr even crime name add.,Christine Fernandez,Fiction,1999-09-17,9.23,11.86,61,4.3,3907,Ebook,Pearson
B214628,Company heavy.,Jacob Carr,Fantasy,1979-04-16,21.17,26.75,234,3.3,1932,Hardcover,Oxford Press
B946590,Onto according.,Mark Hanson,Self-Help,1989-04-27,12.04,13.72,371,4.6,2656,Audiobook,Pearson
B481277,Night involve range stay.,Marc Townsend,Romance,1994-01-21,34.99,39.65,328,3.0,4870,Ebook,Penguin
B324783,He firm fast wind.,Carol Houston,Biography,2021-01-20,26.16,29.69,174,4.4,2973,Paperback,Macmillan
B999619,Officer data author throughout research.,Matthew Wilkinson,Self-Help,2023-09-09,31.49,40.24,177,4.9,1837,Hardcover,Oxford Press
B170335,Finally discover how after.,Shane Spencer,Thriller,1983-09-25,33.14,44.97,145,5.0,3840,Hardcover,Hachette
B855584,Hard election foreign.,Mark Gibson,Thriller,1978-04-25,6.62,7.41,177,3.7,4444,Hardcover,HarperCollins
B267967,Others number smile.,Clarence Berry,Fiction,1977-11-22,43.08,53.67,20,4.0,4279,Ebook,Pearson
B635001,Travel hot set final.,Andrew Williams,Mystery,1999-01-15,35.15,42.72,422,3.8,1510,Paperback,Oxford Press
B244177,Home idea very.,Andrew Johnson,Self-Help,2021-02-24,5.76,6.56,492,3.8,2669,Ebook,Penguin
B126194,Ahead measure get.,Olivia Livingston,History,2018-09-01,38.73,58.03,90,4.8,3395,Hardcover,Macmillan
B729148,Still step stay if politics.,Sherri Cook,History,1996-02-01,12.57,15.96,329,3.7,22,Paperback,Hachette
B539758,Word part bag floor.,Megan Wolfe,Romance,1996-01-14,26.82,32.21,62,4.7,2025,Hardcover,Hachette
B641131,Travel claim.,Debra Peters,Science Fiction,1985-09-28,35.04,45.61,344,4.4,1373,Paperback,Macmillan
B494912,Front science sister factor sound.,Gabrielle Watson,Thriller,2012-09-15,25.58,35.6,438,3.1,1698,Paperback,Hachette
B358143,Participant approach.,Elizabeth Townsend,Biography,2021-02-15,31.98,42.63,385,5.0,3358,Hardcover,HarperCollins
B582133,Though chair.,Kenneth Warren,Self-Help,2013-10-06,48.76,69.54,159,3.3,2796,Paperback,HarperCollins
B970836,President blood thank special.,Alexander Ruiz,Mystery,1982-10-07,47.48,61.55,474,3.1,3407,Audiobook,HarperCollins
B942639,Onto believe case charge.,Erica Anderson,Fiction,1986-06-24,21.86,28.4,370,3.7,675,Audiobook,Hachette
B736703,Yet both once need according.,Dr. Mercedes Wright MD,Thriller,1975-05-30,40.21,55.94,374,3.7,1704,Hardcover,Pearson
B845724,Window up network.,Michael Waters,Science Fiction,2020-03-21,33.43,50.06,402,3.1,1713,Paperback,Pearson
B708361,Win history threat test.,Ricky Morris,Fantasy,1996-06-01,22.85,29.31,398,4.4,4711,Hardcover,HarperCollins
B189877,Son least issue.,Travis Carpenter,History,1992-05-15,31.61,38.24,73,4.9,3302,Paperback,HarperCollins
B316995,Enter education particular focus.,Susan Holland,Fiction,2020-06-11,49.5,56.9,211,4.1,2600,Ebook,Hachette
B115394,Send majority strategy.,Marcus Shields,History,1975-12-31,20.05,23.13,190,4.3,4512,Audiobook,Macmillan
B195842,College yard person.,Nancy Ramirez,Biography,1983-05-26,16.29,22.09,438,3.8,1993,Hardcover,Oxford Press
B665625,Before rise across tough.,Kevin Bennett,Thriller,2010-06-08,10.73,15.49,225,4.7,4893,Ebook,Hachette
B499659,Matter get goal ability chair.,Kenneth Brooks,Mystery,1985-03-26,47.03,57.63,265,4.7,3031,Paperback,HarperCollins
B149104,Few event company.,Michelle Powers,Mystery,2013-05-29,8.93,12.17,150,3.7,4205,Ebook,HarperCollins
B720428,Father real doctor.,Timothy Schneider,Fantasy,2005-01-05,15.13,18.63,353,4.6,2177,Ebook,Simon & Schuster
B542051,Cover worry radio data.,Alison Gillespie,Thriller,2023-04-17,19.57,28.0,445,3.4,1685,Audiobook,Simon & Schuster
B697232,Him customer yeah.,Andrea Gates,Self-Help,1986-09-24,19.16,22.85,117,4.4,3130,Paperback,Simon & Schuster
B681696,Mother human clear well.,Michael Roberts,History,2004-06-27,36.22,50.08,273,4.5,4531,Ebook,Pearson
B572642,Painting parent response measure imagine.,Steven Adams,Self-Help,1992-05-13,41.43,49.71,370,4.5,1077,Audiobook,HarperCollins
B600817,World produce carry chance.,Mark Marks,Thriller,1996-09-25,40.17,49.23,479,3.8,827,Ebook,Pearson
B918307,Reason show challenge old.,James Taylor,Mystery,2000-09-14,19.11,27.69,358,4.4,4882,Hardcover,Simon & Schuster
B146243,Discussion former suffer discussion share.,Jesse Ryan,Thriller,2015-03-18,38.2,49.44,70,3.4,3939,Paperback,HarperCollins
B907062,Four president.,Paul Vincent,Mystery,2013-01-27,38.22,43.26,123,4.2,568,Hardcover,HarperCollins
B390973,Eye case get authority.,Jacob Byrd,Biography,2002-07-25,25.82,33.73,69,3.4,1864,Hardcover,Oxford Press
B917778,Measure alone ago century.,George Blair,Fiction,2015-10-05,38.82,44.0,346,4.8,3980,Audiobook,Simon & Schuster
B347519,Difficult many put class.,Destiny Berger,Self-Help,2016-02-05,8.24,11.94,480,4.1,4745,Hardcover,Oxford Press
B130435,Entire involve.,Raymond Shepherd,Fiction,2002-05-10,45.73,67.64,373,4.2,1365,Ebook,Macmillan
B722072,Personal travel quickly next much.,Alexandria Johnson,Fantasy,1983-01-04,37.18,42.54,412,3.3,2290,Ebook,Macmillan
B103983,Food past choice.,Jacqueline Acosta,Mystery,1987-07-15,49.44,64.58,343,4.8,4327,Paperback,Simon & Schuster
B186140,Follow him development.,Dennis Hays,Biography,1995-05-11,49.52,61.31,311,4.5,1866,Audiobook,HarperCollins
B972488,Floor majority.,Carmen Foster,Mystery,2022-12-29,37.6,49.29,257,3.2,1236,Audiobook,Macmillan
B751102,Under study some mouth sing.,Eric Tyler,Thriller,2020-06-06,48.1,70.49,286,3.5,1609,Ebook,Pearson
B918765,It history.,John Chen,History,1993-01-31,22.43,31.39,291,4.2,1515,Audiobook,Simon & Schuster
B570798,Behind guy from like quite.,Lawrence Williams,History,1985-11-01,12.6,16.13,148,3.3,4014,Paperback,Pearson
B318391,Have alone war relate.,Brian Beard,Self-Help,2001-11-20,48.04,65.92,436,4.7,2340,Audiobook,HarperCollins
B904917,Whole political appear social.,Dan Wong,Science Fiction,1994-04-12,14.35,17.4,238,4.3,2790,Ebook,Hachette
B122320,Improve simply for member.,Robert Mendoza,Romance,1980-04-01,39.38,44.16,194,3.4,75,Hardcover,Simon & Schuster
B291026,We fly know.,Lindsay Solis,History,2016-10-30,6.66,7.83,17,4.1,1892,Hardcover,Hachette
B957185,Business property easy.,Megan Dominguez,History,2020-04-12,47.77,53.51,70,4.1,3048,Ebook,Penguin
B436218,Past enjoy catch system week.,Jason Simpson,Fiction,1999-08-30,37.03,44.31,249,3.2,999,Paperback,Pearson
B317913,Learn matter program might.,Larry Morris,Biography,2017-08-30,43.54,48.9,128,3.8,1129,Hardcover,Oxford Press
B983046,Security approach PM.,Diane Foster,Self-Help,1995-09-20,10.29,11.59,83,3.3,4269,Ebook,Penguin
B305273,Provide administration somebody travel.,Victoria Gilbert,Science Fiction,1976-05-12,45.03,63.08,242,4.5,3772,Audiobook,HarperCollins
B238636,Different trade break.,Stefanie Harris,Science Fiction,2011-01-24,46.84,66.78,457,3.1,3435,Hardcover,Penguin
B621503,Entire staff.,Kyle Romero,Fiction,1984-07-20,19.03,24.01,160,4.6,4750,Hardcover,Simon & Schuster
B436502,Ahead TV mind.,Maria Flores,Thriller,1992-11-17,22.13,28.73,86,3.4,4980,Hardcover,Hachette
B707754,Interest what.,Sean Gibson,Fiction,2004-01-16,26.25,32.6,119,3.3,2036,Ebook,HarperCollins
B736595,Here short Democrat piece.,Stephanie Ryan DVM,Science Fiction,2006-01-05,20.42,30.49,261,3.3,898,Ebook,Pearson
B778806,Half newspaper machine speech environment.,William Stevenson,Romance,2012-09-16,35.73,52.83,457,3.8,3337,Ebook,Pearson
B797056,Or ever stock.,Michael Friedman,Fantasy,1983-11-17,14.19,17.2,236,3.0,833,Audiobook,Oxford Press
B243636,Process effect indeed west.,Jack Parks,Mystery,2023-05-30,9.81,12.72,468,4.5,806,Hardcover,Oxford Press
B453259,Billion probably might whatever.,Christopher Carter,Biography,1990-06-06,33.28,44.92,390,3.9,984,Audiobook,HarperCollins
B745954,Simply if.,Joshua Yang,Science Fiction,1986-05-28,45.19,63.61,175,4.6,1626,Paperback,Oxford Press
B962024,Early position administration west.,Lindsey Gonzalez,Thriller,2005-12-19,42.98,60.36,144,4.8,3563,Paperback,Penguin
B208357,Strategy parent.,Omar Montgomery,Mystery,1998-05-26,12.07,15.1,89,3.4,979,Paperback,Pearson
B171964,Simple west tend nation west.,Bonnie Warren,Thriller,1998-09-24,21.07,25.3,256,3.0,3042,Paperback,Penguin
B124186,Easy hold call Democrat music.,Kimberly Murphy,Self-Help,2016-03-10,31.76,36.68,402,4.2,4836,Audiobook,Macmillan
B845970,Area wife evidence.,Justin Grant,Fantasy,2002-06-28,9.34,13.7,155,4.9,104,Ebook,Hachette
B841911,Training knowledge indicate.,Laura Decker,Thriller,2012-04-08,37.24,55.17,314,4.3,2480,Paperback,Simon & Schuster
B684445,Appear success right member final.,Kimberly Moses,Fiction,2002-02-23,35.34,46.75,272,4.6,2542,Audiobook,Pearson
B109982,Look house safe issue.,Kenneth Bell,History,2022-07-11,42.27,50.38,109,4.8,4875,Paperback,Oxford Press
B412156,Left anyone each government its.,Brenda Freeman,Self-Help,1976-12-10,35.85,39.72,135,4.0,3008,Ebook,HarperCollins
B259176,Important charge ball.,Alexander Robinson,Romance,2000-06-10,46.65,61.41,225,4.8,4685,Paperback,Penguin
B564536,Coach set prove color.,Yolanda Price,Thriller,2019-04-22,13.49,16.34,116,3.3,4992,Hardcover,Simon & Schuster
B120393,Instead mean economic.,Chris Barnes,Fiction,2010-05-21,7.26,10.62,109,4.5,4100,Ebook,HarperCollins
B860065,Light try.,Tina Ramos,Mystery,1994-09-17,19.12,27.86,273,3.3,2277,Ebook,Simon & Schuster
B590388,Take your front national consider.,Jennifer Lee,Fiction,1989-02-10,9.37,13.85,394,4.1,1110,Audiobook,Macmillan
B715658,Now result.,Melissa Bush,Fantasy,1990-01-26,38.68,56.39,465,3.3,425,Ebook,Penguin
B912054,Officer long ask sound professional.,Drew Miller,Romance,2024-01-15,47.8,68.05,438,3.9,2083,Hardcover,Simon & Schuster
B662119,General front summer participant.,Andrew Hendrix,Fiction,1988-11-08,28.22,36.08,96,4.1,1536,Ebook,Hachette
B677027,Choose fine material.,Michael Scott,Romance,1994-09-02,35.26,46.83,189,4.5,3464,Hardcover,Simon & Schuster
B279225,And PM development service at.,Miranda Weber,Mystery,1993-04-24,34.22,51.04,116,4.2,4096,Audiobook,Hachette
B659680,Tax list natural require.,Richard Young,Fiction,2012-06-01,16.28,21.02,309,4.5,397,Ebook,Pearson
B821413,Second remember pull.,Allison Lucero,History,2015-06-26,20.24,23.07,107,3.6,162,Hardcover,Oxford Press
B106016,Really cup easy security.,Briana Clayton,Science Fiction,2019-12-04,42.1,60.63,82,4.5,487,Audiobook,HarperCollins
B174014,Market real.,Joshua Griffin,Romance,2002-08-23,47.99,62.43,345,3.6,1124,Hardcover,HarperCollins
B593808,Follow work.,Kathy Anderson,Fantasy,1999-08-17,8.21,10.58,144,3.9,3620,Ebook,Macmillan
B818945,Side nature western.,Courtney Walker,Thriller,2021-03-01,39.84,49.48,356,4.0,753,Ebook,Macmillan
B312637,Animal study indicate a fight.,James Booth,Self-Help,1992-09-21,15.77,20.97,84,4.6,3745,Audiobook,Oxford Press
B898099,Teach page.,Fred Price,Fiction,1977-10-11,10.36,11.79,274,4.4,4743,Audiobook,Hachette
B776232,Mind begin receive.,Kimberly Forbes,Mystery,2009-01-12,13.98,18.53,331,4.0,1135,Hardcover,Macmillan
B970322,Onto play enough.,Charles Graham,Mystery,1977-04-28,30.52,44.96,398,4.4,4721,Audiobook,Penguin
B324649,Determine happen already watch.,Brian Gross,Self-Help,1982-11-16,26.62,32.25,490,3.3,4586,Ebook,Hachette
B812608,Number act financial rate.,Michael Hernandez,History,1985-08-10,27.6,38.0,221,3.8,4530,Paperback,Macmillan
B473971,Then point.,Paul Galloway,Self-Help,1985-01-09,45.23,49.76,411,3.2,3561,Audiobook,Simon & Schuster
B381086,Fight usually contain goal as.,Seth Rowe,Mystery,1983-03-11,38.5,49.96,424,3.0,30,Ebook,Penguin
B652591,Letter on discussion stay.,Tiffany Young,Science Fiction,1985-04-25,9.13,11.71,72,3.2,3883,Hardcover,Oxford Press
B706315,Admit pull involve.,Dr. Alison Schneider,Romance,1984-12-18,39.2,58.04,176,4.8,3166,Audiobook,Simon & Schuster
B236314,Least probably go quality.,Courtney Harris,Romance,2008-03-12,30.36,42.33,448,4.2,2729,Hardcover,Macmillan
B553129,Couple its member phone.,Eric Baker,History,2013-07-26,39.5,44.77,105,3.9,4202,Audiobook,HarperCollins
B546839,Type here anything.,James Woods,History,2013-07-05,14.86,20.57,280,4.8,3681,Audiobook,Penguin
B742627,Event of.,Joshua Mckenzie,History,2003-02-03,23.05,27.11,247,4.6,2331,Hardcover,Hachette
B496060,Consider require court.,Edward Anderson,Fiction,2012-02-05,26.13,35.24,73,3.9,202,Audiobook,HarperCollins
B543216,Guess back everyone site.,Kevin Fernandez,Mystery,1977-01-06,27.33,36.67,193,3.7,826,Paperback,Hachette
B586934,Family realize.,William Lewis,Self-Help,1986-04-08,41.21,56.94,195,3.8,2370,Paperback,Macmillan
B593162,Small out significant think.,Rachel Vargas,Science Fiction,1989-05-02,10.11,11.63,87,3.6,4648,Ebook,Simon & Schuster
B352466,Staff simply base catch.,Karen Watkins,Fantasy,1985-07-13,13.83,17.75,93,4.8,1106,Audiobook,Pearson
B466296,Believe bill young age across.,Nancy Dunlap,Science Fiction,2007-09-05,12.69,14.91,488,3.6,202,Ebook,Pearson
B500165,Site difficult weight news.,Lori Nelson,Science Fiction,2014-08-03,33.87,45.22,169,4.2,1703,Audiobook,Oxford Press
B812142,Tend federal.,David Campbell,Mystery,1986-01-29,5.37,6.87,177,4.1,3263,Paperback,Penguin
B109152,History hard together top your.,Nicole Barr,Romance,2018-12-09,34.26,39.97,113,3.1,1664,Audiobook,Pearson
B970637,Natural that speech far.,Austin Price,History,2023-03-02,13.55,19.97,40,3.8,3490,Paperback,Penguin
B418767,Research where today.,Johnny Daugherty,Biography,1983-08-15,12.75,18.55,469,3.3,2711,Ebook,Macmillan
B391920,Car left home.,Michelle Aguirre,Romance,2006-01-12,27.0,31.58,215,3.7,1961,Audiobook,Penguin
B147920,Agree process national company finish.,Allen Molina,Thriller,1984-07-10,44.15,54.52,147,5.0,1959,Paperback,Penguin
B227394,Movie no traditional.,Dustin Pugh,Biography,2013-12-26,49.03,55.31,39,4.3,1806,Ebook,Macmillan
B448221,Including price join grow.,Martin Williams,Romance,2017-04-03,16.49,21.54,165,4.4,1683,Paperback,Pearson
B286905,Most smile improve.,Joshua Bray,Science Fiction,2019-07-27,28.46,35.49,391,3.5,3838,Audiobook,Hachette
B268617,Upon deep yard somebody.,Austin Gonzales,Fantasy,2023-03-31,5.03,7.32,226,3.6,628,Ebook,Oxford Press
B699562,To imagine red should.,Cheryl Munoz,Thriller,1981-12-22,24.37,29.67,197,4.5,2738,Audiobook,Penguin
B266139,Just whose grow answer.,Kenneth Rhodes,History,1993-05-17,49.06,64.08,388,3.7,3453,Ebook,Pearson
B736675,Down agency sister kid point.,Emily Delacruz,Mystery,2022-08-26,10.33,14.02,75,3.1,4322,Hardcover,Pearson
B439719,Require friend.,Xavier Hardin,Fiction,2001-10-30,47.3,59.28,277,3.1,2697,Audiobook,Oxford Press
B346877,Arrive difference blood training.,Kathleen Solis,History,2003-12-22,7.25,8.24,439,3.4,1899,Hardcover,Penguin
B867127,Too thought their phone.,Ashley Ortiz,Biography,1996-01-06,10.08,11.3,39,4.2,3930,Ebook,HarperCollins
B161464,Weight agent range current significant.,Heather Turner,Biography,1980-12-10,6.88,7.71,459,5.0,2477,Hardcover,Pearson
B883627,Cause TV.,Karen Campbell,Fiction,1981-07-17,25.71,30.43,489,3.1,1748,Audiobook,Pearson
B668839,Discover information member prove.,Cassandra Miles,Science Fiction,1987-08-08,10.28,13.56,280,3.2,1148,Ebook,Macmillan
B557712,Health push gun medical second.,Desiree Jackson,Mystery,2000-05-04,34.85,48.75,147,3.2,1237,Paperback,Hachette
B761659,Author responsibility contain and.,Kevin Hayes,Fiction,1999-05-18,46.28,61.57,142,4.9,2824,Audiobook,Hachette
B668490,Operation of.,Anna Anderson,Fiction,2008-03-19,44.05,51.77,448,4.1,1760,Hardcover,Oxford Press
B911243,Land only actually.,Todd Morris,Science Fiction,2008-08-14,33.16,42.07,486,4.5,4678,Paperback,Pearson
B898933,Financial question real.,Julie Page,Fiction,2020-05-30,26.0,35.94,58,4.3,422,Ebook,Macmillan
B115698,Produce finish available.,Susan Morgan,Thriller,1984-05-25,26.72,29.89,27,4.8,3784,Hardcover,Hachette
B520611,Run later quality respond.,Hailey Pearson,Mystery,1995-09-25,14.03,16.29,452,4.0,228,Ebook,Hachette
B346103,How house.,Miranda Cuevas,Science Fiction,2020-01-19,12.58,15.92,422,3.7,1488,Ebook,Hachette
B849552,Sister then enough.,Donald Murphy,Self-Help,2009-05-19,38.77,48.83,430,3.5,338,Ebook,Oxford Press
B310469,Left try minute.,Angela Chen,Science Fiction,1989-05-31,10.6,15.84,251,3.6,1908,Audiobook,Oxford Press
B587321,All admit five identify ball.,Christopher Keith,Mystery,2014-09-18,47.13,68.25,247,3.3,965,Audiobook,Macmillan
B361186,Life act.,Wesley Jackson,Thriller,2008-11-07,10.31,12.6,373,4.2,4975,Paperback,Simon & Schuster
B661454,Finish test manager however also.,Lindsey Chambers,Romance,2013-02-04,19.75,22.15,468,4.2,301,Hardcover,Macmillan
B885123,Sell national.,Leslie Turner,Science Fiction,2021-11-15,43.77,48.43,127,3.6,1978,Audiobook,Pearson
B669321,Onto push.,James Collins,Thriller,1986-10-03,30.05,42.51,383,3.0,403,Paperback,Pearson
B138045,Campaign would range.,Christine Turner,Fiction,2003-07-10,27.91,34.51,206,4.2,2277,Paperback,Penguin
B788977,Each specific face stay.,Steven Castro,History,2000-09-25,36.09,40.65,450,3.5,4250,Audiobook,Simon & Schuster
B140497,Set according.,Scott Faulkner,Thriller,1990-08-28,47.02,56.59,39,3.5,134,Ebook,Oxford Press
B977488,Sometimes hair already table future.,Alexandra Campbell,Biography,1987-12-19,36.92,54.99,50,3.7,1507,Hardcover,Pearson
B958887,Health themselves big.,John Gardner,Romance,1997-01-24,6.65,9.54,217,4.4,2266,Hardcover,Hachette
B764190,National everyone establish.,Laura Harris,Self-Help,1985-03-10,28.56,41.39,31,3.5,4289,Ebook,Pearson
B986016,At just direction.,Danielle Browning,Mystery,2023-02-03,36.67,53.07,251,4.1,1477,Hardcover,Penguin
B275298,Leader school.,Tony Williams,History,1989-03-05,6.07,9.06,20,4.2,4248,Ebook,Simon & Schuster
B851974,Too magazine impact coach.,Antonio Lambert,Thriller,1976-04-02,30.07,40.42,30,3.9,2144,Ebook,Penguin
